present_in,absent_from,gene,description,in_model,best_hit,pident,evalue,criterion
haemulonii,parapsilosis,XP_025343240.1,uncharacterized protein CXQ85_005328 [Candidozyma haemuli],False,CPAR2_203630,24.1,2.02e-09,no_hit_e10
haemulonii,parapsilosis,XP_025343255.1,uncharacterized protein CXQ85_005343 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343262.1,uncharacterized protein CXQ85_005350 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343265.1,uncharacterized protein CXQ85_005353 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343266.1,uncharacterized protein CXQ85_005354 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343268.1,uncharacterized protein CXQ85_005356 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343283.1,dihydrodipicolinate synthase family protein [Candidozyma haemuli],True,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343294.1,uncharacterized protein CXQ85_005382 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343295.1,"uncharacterized protein CXQ85_005383, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343296.1,"uncharacterized protein CXQ85_004924, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343297.1,uncharacterized protein CXQ85_004925 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343306.1,Zn(II)2Cys6 transcription factor [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343308.1,uncharacterized protein CXQ85_004936 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343318.1,uncharacterized protein CXQ85_004946 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343320.1,Rbr1p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343330.1,uncharacterized protein CXQ85_004958 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343339.1,uncharacterized protein CXQ85_004967 [Candidozyma haemuli],False,CPAR2_107320,26.5,5.86e-10,no_hit_e10
haemulonii,parapsilosis,XP_025343350.1,uncharacterized protein CXQ85_004978 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343355.1,uncharacterized protein CXQ85_004983 [Candidozyma haemuli],False,CPAR2_107900,20.5,0.000251,no_hit_e10
haemulonii,parapsilosis,XP_025343360.1,uncharacterized protein CXQ85_004988 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343361.1,uncharacterized protein CXQ85_004989 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343365.1,uncharacterized protein CXQ85_004994 [Candidozyma haemuli],False,CPAR2_201650,25.3,3.9e-10,no_hit_e10
haemulonii,parapsilosis,XP_025343366.1,uncharacterized protein CXQ85_004995 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343371.1,uncharacterized protein CXQ85_005000 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343377.1,uncharacterized protein CXQ85_005006 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343378.1,uncharacterized protein CXQ85_005007 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343381.1,uncharacterized protein CXQ85_005010 [Candidozyma haemuli],False,CPAR2_205040,36.0,3.91e-10,no_hit_e10
haemulonii,parapsilosis,XP_025343383.1,uncharacterized protein CXQ85_005012 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343388.1,uncharacterized protein CXQ85_005017 [Candidozyma haemuli],False,CPAR2_303110,42.4,2.34e-09,no_hit_e10
haemulonii,parapsilosis,XP_025343393.1,uncharacterized protein CXQ85_005022 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343410.1,uncharacterized protein CXQ85_005039 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343418.1,uncharacterized protein CXQ85_005047 [Candidozyma haemuli],False,CPAR2_105470,29.0,3.28e-08,no_hit_e10
haemulonii,parapsilosis,XP_025343434.1,uncharacterized protein CXQ85_005063 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343435.1,uncharacterized protein CXQ85_005064 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343444.1,uncharacterized protein CXQ85_005073 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343454.1,uncharacterized protein CXQ85_005083 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343458.1,uncharacterized protein CXQ85_005087 [Candidozyma haemuli],False,CPAR2_103730,21.9,9.51e-05,no_hit_e10
haemulonii,parapsilosis,XP_025343478.1,uncharacterized protein CXQ85_005109 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343520.1,uncharacterized protein CXQ85_005152 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343529.1,uncharacterized protein CXQ85_005161 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343542.1,uncharacterized protein CXQ85_005175 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343549.1,uncharacterized protein CXQ85_005182 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343557.1,uncharacterized protein CXQ85_005191 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343564.1,uncharacterized protein CXQ85_005198 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343568.1,uncharacterized protein CXQ85_005202 [Candidozyma haemuli],False,CPAR2_207600,30.8,4.15e-07,no_hit_e10
haemulonii,parapsilosis,XP_025343576.1,uncharacterized protein CXQ85_005210 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343577.1,uncharacterized protein CXQ85_005211 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343581.1,uncharacterized protein CXQ85_005215 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343586.1,uncharacterized protein CXQ85_005220 [Candidozyma haemuli],False,CPAR2_208000,46.2,3.71e-06,no_hit_e10
haemulonii,parapsilosis,XP_025343587.1,uncharacterized protein CXQ85_005221 [Candidozyma haemuli],False,CPAR2_208200,41.0,1.61e-06,no_hit_e10
haemulonii,parapsilosis,XP_025343589.1,uncharacterized protein CXQ85_005223 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343607.1,uncharacterized protein CXQ85_005241 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343625.1,uncharacterized protein CXQ85_005259 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343628.1,uncharacterized protein CXQ85_005262 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343629.1,uncharacterized protein CXQ85_005263 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343633.1,uncharacterized protein CXQ85_005267 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343636.1,uncharacterized protein CXQ85_005270 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343637.1,uncharacterized protein CXQ85_005271 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343638.1,uncharacterized protein CXQ85_005272 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343643.1,uncharacterized protein CXQ85_005385 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343653.1,uncharacterized protein CXQ85_005395 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343656.1,uncharacterized protein CXQ85_005398 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343674.1,uncharacterized protein CXQ85_002452 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343679.1,uncharacterized protein CXQ85_002457 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343687.1,uncharacterized protein CXQ85_002466 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343694.1,F-box protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343695.1,Mss11p [Candidozyma haemuli],False,CPAR2_203990,36.5,2.49e-07,no_hit_e10
haemulonii,parapsilosis,XP_025343703.1,uncharacterized protein CXQ85_002482 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343709.1,Kap120p [Candidozyma haemuli],False,CPAR2_402480,29.9,0.00092,no_hit_e10
haemulonii,parapsilosis,XP_025343726.1,uncharacterized protein CXQ85_002508 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343741.1,uncharacterized protein CXQ85_002523 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343749.1,uncharacterized protein CXQ85_002531 [Candidozyma haemuli],False,CPAR2_202610,35.6,2.92e-08,no_hit_e10
haemulonii,parapsilosis,XP_025343764.1,uncharacterized protein CXQ85_002548 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343767.1,Snm1p [Candidozyma haemuli],False,CPAR2_303280,31.2,1.14e-05,no_hit_e10
haemulonii,parapsilosis,XP_025343771.1,uncharacterized protein CXQ85_002555 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343790.1,uncharacterized protein CXQ85_002574 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343810.1,uncharacterized protein CXQ85_002594 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343823.1,uncharacterized protein CXQ85_002607 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343841.1,uncharacterized protein CXQ85_002626 [Candidozyma haemuli],False,CPAR2_702690,34.2,4.45e-08,no_hit_e10
haemulonii,parapsilosis,XP_025343842.1,uncharacterized protein CXQ85_002627 [Candidozyma haemuli],False,CPAR2_702710,25.0,5.02e-09,no_hit_e10
haemulonii,parapsilosis,XP_025343849.1,uncharacterized protein CXQ85_002634 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343857.1,uncharacterized protein CXQ85_002642 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343861.1,uncharacterized protein CXQ85_002646 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343872.1,phosphoglycerate mutase [Candidozyma haemuli],False,CPAR2_211810,30.6,4.85e-08,no_hit_e10
haemulonii,parapsilosis,XP_025343912.1,uncharacterized protein CXQ85_002697 [Candidozyma haemuli],False,CPAR2_400250,31.2,6.55e-10,no_hit_e10
haemulonii,parapsilosis,XP_025343916.1,uncharacterized protein CXQ85_002701 [Candidozyma haemuli],False,CPAR2_202030,71.4,8.06e-06,no_hit_e10
haemulonii,parapsilosis,XP_025343928.1,uncharacterized protein CXQ85_002713 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343949.1,uncharacterized protein CXQ85_002734 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025343968.1,uncharacterized protein CXQ85_002754 [Candidozyma haemuli],False,CPAR2_103220,31.7,8.36e-09,no_hit_e10
haemulonii,parapsilosis,XP_025343982.1,uncharacterized protein CXQ85_002768 [Candidozyma haemuli],False,CPAR2_603200,20.2,2.03e-08,no_hit_e10
haemulonii,parapsilosis,XP_025343993.1,uncharacterized protein CXQ85_002779 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344011.1,uncharacterized protein CXQ85_002797 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344023.1,uncharacterized protein CXQ85_002810 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344031.1,uncharacterized protein CXQ85_002818 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344045.1,uncharacterized protein CXQ85_002832 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344049.1,uncharacterized protein CXQ85_002836 [Candidozyma haemuli],False,CPAR2_212090,33.3,6.13e-08,no_hit_e10
haemulonii,parapsilosis,XP_025344054.1,uncharacterized protein CXQ85_002841 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344064.1,uncharacterized protein CXQ85_002851 [Candidozyma haemuli],False,CPAR2_102460,24.4,2.84e-07,no_hit_e10
haemulonii,parapsilosis,XP_025344075.1,uncharacterized protein CXQ85_002863 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344080.1,uncharacterized protein CXQ85_002868 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344084.1,uncharacterized protein CXQ85_002872 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344087.1,uncharacterized protein CXQ85_002875 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344122.1,uncharacterized protein CXQ85_002911 [Candidozyma haemuli],False,CPAR2_200050,24.5,1.41e-08,no_hit_e10
haemulonii,parapsilosis,XP_025344127.1,uncharacterized protein CXQ85_002916 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344164.1,uncharacterized protein CXQ85_002953 [Candidozyma haemuli],False,CPAR2_304180,34.9,1.7e-10,no_hit_e10
haemulonii,parapsilosis,XP_025344167.1,uncharacterized protein CXQ85_002956 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344171.1,uncharacterized protein CXQ85_002961 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344175.1,uncharacterized protein CXQ85_002965 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344179.1,Uso5p [Candidozyma haemuli],False,CPAR2_103370,24.9,4.34e-07,no_hit_e10
haemulonii,parapsilosis,XP_025344184.1,uncharacterized protein CXQ85_002975 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344185.1,uncharacterized protein CXQ85_002977 [Candidozyma haemuli],False,CPAR2_109610,31.6,0.000805,no_hit_e10
haemulonii,parapsilosis,XP_025344191.1,uncharacterized protein CXQ85_002984 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344196.1,uncharacterized protein CXQ85_002990 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344198.1,uncharacterized protein CXQ85_002992 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344199.1,uncharacterized protein CXQ85_002993 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344222.1,uncharacterized protein CXQ85_003016 [Candidozyma haemuli],False,CPAR2_700870,53.4,5.46e-10,no_hit_e10
haemulonii,parapsilosis,XP_025344242.1,uncharacterized protein CXQ85_003036 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344246.1,uncharacterized protein CXQ85_003040 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344250.1,cell envelope integrity TolA family protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344274.1,Pga54p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344284.1,uncharacterized protein CXQ85_003078 [Candidozyma haemuli],False,CPAR2_204340,28.8,1.98e-08,no_hit_e10
haemulonii,parapsilosis,XP_025344287.1,uncharacterized protein CXQ85_003081 [Candidozyma haemuli],False,CPAR2_600930,37.5,0.000108,no_hit_e10
haemulonii,parapsilosis,XP_025344288.1,uncharacterized protein CXQ85_003082 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344298.1,uncharacterized protein CXQ85_003092 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344303.1,uncharacterized protein CXQ85_003097 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344304.1,uncharacterized protein CXQ85_003098 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344306.1,uncharacterized protein CXQ85_003100 [Candidozyma haemuli],False,CPAR2_403510,25.6,9.18e-09,no_hit_e10
haemulonii,parapsilosis,XP_025344314.1,uncharacterized protein CXQ85_003108 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344319.1,uncharacterized protein CXQ85_003113 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344325.1,uncharacterized protein CXQ85_003119 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344330.1,uncharacterized protein CXQ85_003124 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344331.1,uncharacterized protein CXQ85_003125 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344332.1,uncharacterized protein CXQ85_003126 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344335.1,uncharacterized protein CXQ85_003130 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344336.1,uncharacterized protein CXQ85_003131 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344343.1,tRNA methylation protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344353.1,uncharacterized protein CXQ85_003150 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344359.1,uncharacterized protein CXQ85_003156 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344361.1,uncharacterized protein CXQ85_003158 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344362.1,uncharacterized protein CXQ85_003159 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344365.1,uncharacterized protein CXQ85_003162 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344366.1,uncharacterized protein CXQ85_003163 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344367.1,uncharacterized protein CXQ85_003164 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344368.1,uncharacterized protein CXQ85_003165 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344373.1,thioredoxin family protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344375.1,"uncharacterized protein CXQ85_003172, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344376.1,"uncharacterized protein CXQ85_003726, partial [Candidozyma haemuli]",False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344378.1,thioredoxin family protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344384.1,fungal specific transcription factor domain-containing protein [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344385.1,uncharacterized protein CXQ85_003735 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344389.1,uncharacterized protein CXQ85_003739 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344398.1,uncharacterized protein CXQ85_003748 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344399.1,uncharacterized protein CXQ85_003749 [Candidozyma haemuli],False,CPAR2_703080,35.3,7.55e-10,no_hit_e10
haemulonii,parapsilosis,XP_025344408.1,uncharacterized protein CXQ85_003758 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344412.1,uncharacterized protein CXQ85_003762 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344413.1,uncharacterized protein CXQ85_003763 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344420.1,uncharacterized protein CXQ85_003770 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344422.1,uncharacterized protein CXQ85_003772 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344427.1,Zn(II)2Cys6 transcription factor [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344434.1,U2 snRNP complex subunit [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344438.1,uncharacterized protein CXQ85_003788 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344439.1,uncharacterized protein CXQ85_003789 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344446.1,uncharacterized protein CXQ85_003796 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344447.1,uncharacterized protein CXQ85_003797 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344448.1,uncharacterized protein CXQ85_003798 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344450.1,uncharacterized protein CXQ85_003800 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344463.1,uncharacterized protein CXQ85_003813 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344464.1,uncharacterized protein CXQ85_003814 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344476.1,uncharacterized protein CXQ85_003826 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344501.1,uncharacterized protein CXQ85_003851 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344512.1,uncharacterized protein CXQ85_003862 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344517.1,uncharacterized protein CXQ85_003867 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344521.1,uncharacterized protein CXQ85_003871 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344531.1,uncharacterized protein CXQ85_003881 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344533.1,uncharacterized protein CXQ85_003883 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344543.1,uncharacterized protein CXQ85_003893 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344551.1,uncharacterized protein CXQ85_003901 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344556.1,uncharacterized protein CXQ85_003906 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344561.1,uncharacterized protein CXQ85_003911 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344584.1,uncharacterized protein CXQ85_003934 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344591.1,RNA-directed DNA polymerase [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344610.1,uncharacterized protein CXQ85_003962 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344630.1,uncharacterized protein CXQ85_003982 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344634.1,uncharacterized protein CXQ85_003986 [Candidozyma haemuli],False,CPAR2_406200,21.6,4.77e-09,no_hit_e10
haemulonii,parapsilosis,XP_025344649.1,uncharacterized protein CXQ85_004002 [Candidozyma haemuli],False,CPAR2_106830,27.3,1.38e-07,no_hit_e10
haemulonii,parapsilosis,XP_025344674.1,uncharacterized protein CXQ85_004027 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344675.1,uncharacterized protein CXQ85_004028 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344683.1,uncharacterized protein CXQ85_004036 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344721.1,uncharacterized protein CXQ85_004074 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344724.1,uncharacterized protein CXQ85_004077 [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344742.1,glycoside hydrolase family 32 protein [Candidozyma haemuli],True,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344746.1,Pga14p [Candidozyma haemuli],False,,,,no_hit_e3
haemulonii,parapsilosis,XP_025344761.1,uncharacterized protein CXQ85_004115 [Candidozyma haemuli],False,CPAR2_107690,34.5,1.39e-10,no_hit_e10
duobushaemulonii,auris,XP_025334373.1,uncharacterized protein CXQ87_001537 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334379.1,uncharacterized protein CXQ87_001543 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334411.1,uncharacterized protein CXQ87_001576 [Candidozyma duobushaemuli],False,XP_085451069.1,52.3,5.3e-09,no_hit_e10
duobushaemulonii,auris,XP_025334499.1,uncharacterized protein CXQ87_001665 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334507.1,uncharacterized protein CXQ87_001673 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334508.1,uncharacterized protein CXQ87_001674 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334517.1,uncharacterized protein CXQ87_001683 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334606.1,uncharacterized protein CXQ87_001779 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334619.1,uncharacterized protein CXQ87_001793 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334620.1,uncharacterized protein CXQ87_001794 [Candidozyma duobushaemuli],False,XP_085453859.1,27.9,7.67e-10,no_hit_e10
duobushaemulonii,auris,XP_025334685.1,uncharacterized protein CXQ87_001863 [Candidozyma duobushaemuli],False,XP_085455270.1,53.1,2.4e-09,no_hit_e10
duobushaemulonii,auris,XP_025334748.1,uncharacterized protein CXQ87_001926 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334775.1,uncharacterized protein CXQ87_001953 [Candidozyma duobushaemuli],False,XP_085453859.1,28.9,7.36e-08,no_hit_e10
duobushaemulonii,auris,XP_025334783.1,uncharacterized protein CXQ87_001961 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334792.1,uncharacterized protein CXQ87_001970 [Candidozyma duobushaemuli],False,,,,no_hit_e3
duobushaemulonii,auris,XP_025334793.1,uncharacterized protein CXQ87_001971 [Candidozyma duobushaemuli],False,,,,no_hit_e3
