uniprotAccession,proteinId,meltingPoint,pred
P40212,P40212_RPL13B,42.1568855150663,65.198654
P40214,P40214_YMR144W,52.2809883084134,53.606957
P40217,P40217_TIF34,50.2902412502588,53.763545
P40302,P40302_PRE5,50.0862853229666,56.398243
P40303,P40303_PRE6,50.6476172755825,54.742497
P40327,P40327_RPT2,48.3889618945597,50.685877
P40343,P40343_VPS27,51.0613837685036,52.522701
P40344,P40344_ATG3,49.7461584527879,52.882177
P40347,P40347_LTP1,48.7729796368248,57.117367
P40354,P40354_NTA1,44.64977690764,55.446392
P40361,P40361_YJL070C,51.0640077024045,52.077448
P40363,P40363_YJL068C,51.4278166519222,56.908184
P40364,P40364_MPM1,52.1040936379998,53.046864
P40413,P40413_CCT5,47.6289108541727,54.194885
P40414,P40414_TPM2,50.201987625683,56.998241
P40422,P40422_RPC10,48.5994500332737,62.011611
P40449,P40449_YIL161W,48.0661244860218,56.390864
P40454,P40454_RRD1,49.3907536636623,53.826243
P40459,P40459_PAN6,52.883742418477,56.976748
P40462,P40462_TMA108,48.8409778694791,51.600915
P40466,P40466_FKH1,54.6016750702609,52.755314
P40477,P40477_NUP159,52.6209356362543,55.210263
P40481,P40481_HPM1,45.4713908027991,51.562715
P40482,P40482_SEC24,48.7450793036043,52.951068
P40486,P40486_SHQ1,47.9723704102679,51.962435
P40495,P40495_LYS12,49.8049252882737,53.2956
P40506,P40506_CAB2,46.0616152695228,52.463585
P40509,P40509_SEC28,50.2799500885464,52.386147
P40510,P40510_SER33,47.307476104516,54.765338
P40515,P40515_FIS1,50.9773532376404,56.955171
P40518,P40518_ARC15,51.5218511599854,58.890635
P40523,P40523_YIL055C,48.3864296974901,51.850104
P40529,P40529_AGE2,51.6760335269389,53.471655
P40531,P40531_GVP36,48.3033946577779,52.301234
P40545,P40545_HIS6,44.507708447429,49.986863
P40547,P40547_VID28,45.5130331415539,51.315421
P40553,P40553_DOT5,43.5535248140663,53.679276
P40561,P40561_SGN1,46.0475366519491,53.269428
P40563,P40563_AIM21,50.0524111697271,56.196618
P40564,P40564_DJP1,47.855990084416,53.658623
P40566,P40566_YIR007W,50.8545405637,52.02021
P40579,P40579_YIR035C,51.4751741754338,59.18383
P40580,P40580_IRC24,49.1338531303082,55.118346
P40581,P40581_HYR1,51.7569596425185,59.794635
P40582,P40582_GTT1,44.5351177962945,53.604168
P40693,P40693_RLP7,42.0769185517246,53.087437
P40825,P40825_ALA1,45.7327724020817,54.789817
P40893,P40893_REE1,51.082006317783,57.471091
P40956,P40956_GTS1,52.3518097818882,54.28341
P40957,P40957_MAD1,46.178307457398,53.52484
P40961,P40961_PHB1,44.1518040970377,55.239326
P40971,P40971_LYS14,52.314262745527,52.848011
P40986,P40986_CDC1,41.5742428351161,52.804369
P40991,P40991_NOP2,46.5285299505019,53.234684
P41057,P41057_RPS29A,41.9681648247994,66.241711
P41058,P41058_RPS29B,43.3751077590654,63.988864
P41277,P41277_GPP1,50.7015935342552,55.073994
P41318,P41318_LST8,47.3999896444333,54.103655
P41338,P41338_ERG10,54.551682510497,54.277903
P41697,P41697_BUD6,51.9554365896096,54.061323
P41734,P41734_IAH1,48.7467455589342,61.313069
P41805,P41805_RPL10,41.6518333125649,56.463277
P41807,P41807_VMA13,50.1737924876129,50.935
P41810,P41810_SEC26,46.3048266939414,52.487737
P41811,P41811_SEC27,48.3382940557961,52.419227
P41812,P41812_POP1,44.621106275362,52.504963
P41813,P41813_FKH2,47.8972923962096,53.151482
P41821,P41821_MID1,50.8414126530359,52.87506
P41835,P41835_THI6,48.8128351083173,55.514783
P41895,P41895_TFG1,49.5966026647096,52.867287
P41896,P41896_TFG2,48.502454101139,51.352435
P41911,P41911_GPD2,45.1019954463102,51.772165
P41920,P41920_YRB1,53.0659585711343,53.781039
P41921,P41921_GLR1,53.7080621227732,60.491318
P41940,P41940_PSA1,48.7082477429355,63.647574
P42826,P42826_XKS1,51.7383483769061,53.318149
P42838,P42838_LEM3,47.2040674069098,53.251219
P42842,P42842_EMW1,42.5666124189441,52.119511
P42844,P42844_ZIM17,52.0326241797835,53.496212
P42846,P42846_KRI1,61.1231112591202,52.726442
P42847,P42847_MRPS18,44.0678134274942,52.697015
P42935,P42935_ELP2,51.9613909994526,54.88624
P42936,P42936_YGR201C,50.0731595045862,54.308695
P42938,P42938_TDA10,47.1427268828638,54.023415
P42940,P42940_CIR1,51.5460808668677,56.528991
P42941,P42941_SER2,49.3239191123262,55.122226
P42943,P42943_CCT7,47.1818448017861,52.002794
P43123,P43123_QRI1,44.5553281314387,51.198381
P43321,P43321_SMD3,47.5755629390652,58.444351
P43535,P43535_GCN20,48.4686681480002,53.042591
P43561,P43561_FET5,51.0811205786693,49.353206
P43567,P43567_AGX1,48.5748197587368,55.781811
P43569,P43569_CAF16,52.0636100762957,52.189755
P43573,P43573_BUD27,63.9642424675281,53.472847
P43574,P43574_GAT1,51.7042123455187,52.936667
P43577,P43577_GNA1,54.1146362501003,64.001918
P43582,P43582_WWM1,49.0543123692251,57.242715
P43583,P43583_BLM10,47.7512677266897,50.427389
P43585,P43585_VTC2,43.0371811350761,52.131933
P43586,P43586_LOC1,43.454187175338,54.128551
P43588,P43588_RPN11,49.5551465143409,55.711704
P43589,P43589_SAD1,50.5581507789742,50.908321
P43590,P43590_YFR006W,53.315196829359,61.755425
P43593,P43593_UBP6,47.6832683001685,50.587934
P43597,P43597_YFR016C,54.9479170560756,55.84417
P43598,P43598_IGD1,55.1143025423262,56.078213
P43601,P43601_ATG18,51.9295285019294,54.508066
P43603,P43603_LSB3,48.8034390520955,55.012506
P43609,P43609_RSC8,54.4740438903449,52.98056
P43616,P43616_DUG1,52.9589302082176,50.452071
P43618,P43618_CNN1,49.5617224889386,52.972752
P43621,P43621_RET2,50.2780380906441,51.704699
P43638,P43638_MHP1,50.1629233838285,52.09282
P43639,P43639_CKB1,44.0882980174219,52.613831
P45978,P45978_SCD6,50.715692307493,50.733972
P46151,P46151_MET12,46.8627044728118,51.864123
P46367,P46367_ALD4,53.4974460476367,55.271
P46654,P46654_RPS0B,42.982040149216,56.032151
P46655,P46655_GUS1,44.126848205324,54.136121
P46669,P46669_RPA43,45.3608634739174,53.060132
P46672,P46672_ARC1,45.1691662783346,51.376814
P46675,P46675_STU2,53.4244109203206,53.360355
P46680,P46680_AIP1,52.4303360280294,54.064679
P46681,P46681_DLD2,53.7468734919879,57.137728
P46682,P46682_APL6,49.9461683795389,52.957487
P46683,P46683_YAR1,55.256285128458,53.601515
P46784,P46784_RPS10B,43.0829837393392,60.95354
P46948,P46948_SKI6,50.4922427283372,62.394357
P46956,P46956_PHO86,44.7039984936374,55.662948
P46958,P46958_IDS2,54.7934419150311,53.060061
P46959,P46959_GCD14,46.4226268164347,53.383392
P46969,P46969_RPE1,55.3483116185663,56.602222
P46984,P46984_GON7,55.1897463148574,56.075966
P46988,P46988_PFD1,53.3862134640307,55.876207
P46990,P46990_RPL17B,42.2274741554671,58.032179
P46992,P46992_YJL171C,46.7740081580974,55.275649
P47008,P47008_SFH5,51.3913952950967,54.53307
P47017,P47017_LSM1,49.9446764861384,55.751348
P47018,P47018_MTC1,50.7077445112651,52.696753
P47019,P47019_ALB1,41.672984524833,53.967547
P47035,P47035_NET1,59.2290831176954,54.759097
P47039,P47039_BNA3,48.3444429649482,59.939229
P47044,P47044_YJL055W,47.7973628068767,53.240228
P47047,P47047_MTR4,45.0620884695864,54.772937
P47068,P47068_BBC1,54.1373137967846,54.630196
P47075,P47075_VTC4,43.0751192471121,51.265681
P47076,P47076_RPC17,46.5551374947445,54.408985
P47079,P47079_CCT8,47.4772491071998,55.7908
P47083,P47083_MPP10,49.3039340771264,54.472685
P47085,P47085_YJR008W,46.0015597206195,53.760439
P47089,P47089_TMA22,49.2699635423569,58.49933
P47093,P47093_LSM8,55.1588783194397,61.49686
P47099,P47099_TY1A-JR2,49.2291507339631,52.140212
P47103,P47103_CPR7,48.2692077478051,63.055587
P47116,P47116_PTK2,54.0152791054943,53.390163
P47117,P47117_ARP3,49.4706400888681,51.902264
P47119,P47119_HAM1,53.4062477664532,54.424888
P47120,P47120_LIA1,50.5698160975545,54.829603
P47122,P47122_NPA3,45.3309597323954,54.457927
P47125,P47125_BNA2,43.8760766580304,53.670305
P47129,P47129_ACF4,57.5771188839834,52.799541
P47135,P47135_JSN1,50.8196897152052,51.161706
P47137,P47137_YJR096W,47.9746677712703,53.707606
P47143,P47143_ADO1,51.4496988326944,54.625326
P47148,P47148_YJR111C,53.7327769198604,52.995914
P47150,P47150_RSM7,46.0997776962937,53.383064
P47160,P47160_ENT3,55.6095681417393,54.892105
P47164,P47164_STR2,51.3338784618563,54.693782
P47165,P47165_XPT1,47.3725251263299,57.638115
P47166,P47166_SGM1,52.9478995999494,54.285109
P47169,P47169_MET5,48.5409273328837,52.478677
P47173,P47173_YJR142W,52.4031446847344,59.72845
P47176,P47176_BAT2,47.0811771482165,55.681676
P47771,P47771_ALD2,51.913402597885,52.736384
P47912,P47912_FAA4,45.8814750760539,58.428645
P47977,P47977_TIS11,59.4809405531519,54.010683
P48015,P48015_GCV1,50.8216537609826,54.244894
P48164,P48164_RPS7B,42.6962039613723,53.315324
P48234,P48234_ENP2,49.7178698797811,54.283315
P48240,P48240_MTR3,43.380788912119,54.098886
P48360,P48360_ARH1,43.889310179069,58.941704
P48361,P48361_ASK10,54.3144457576299,52.607864
P48362,P48362_HGH1,52.9277636392581,53.197163
P48363,P48363_PAC10,51.7926672022019,51.890492
P48415,P48415_SEC16,53.7377897522239,54.20807
P48510,P48510_DSK2,55.9435072741726,56.831592
P48526,P48526_ISM1,52.779759389159,52.106261
P48567,P48567_PUS4,46.8604845851377,51.371825
P48570,P48570_LYS20,52.9120309715749,55.51644
P48582,P48582_BRO1,55.6996905694602,51.373821
P48589,P48589_RPS12,51.2539340646989,58.168507
P48813,P48813_GNP1,42.585939908021,53.297782
P48837,P48837_NUP57,51.9082317027326,55.877668
P49089,P49089_ASN1,51.0583516202579,53.889346
P49090,P49090_ASN2,51.1926718241434,52.324766
P49095,P49095_GCV2,51.3979804324529,53.26919
P49166,P49166_RPL37A,41.6762142032639,59.539717
P49167,P49167_RPL38,42.1209139438463,61.148137
P49334,P49334_TOM22,60.0142557838908,52.457243
P49367,P49367_LYS4,50.7870863132203,50.854796
P49435,P49435_APT1,48.8358864640403,61.774361
P49626,P49626_RPL4B,42.1201918441021,55.356371
P49687,P49687_NUP145,50.7502764584458,53.313786
P49723,P49723_RNR4,52.7192474105169,55.725151
P49775,P49775_HNT2,52.8597091401173,51.210415
P49954,P49954_NIT3,50.1847105975594,56.838214
P49960,P49960_PRP24,45.430140897014,54.85332
P50077,P50077_CCH1,43.0129842237132,53.082877
P50086,P50086_NAS6,49.7042553245375,53.572088
P50094,P50094_IMD4,47.3240935389389,57.287878
P50095,P50095_IMD3,49.4859356287514,58.440381
P50101,P50101_UBP15,45.9734114742132,52.358937
P50107,P50107_GLO1,51.7148533534988,57.073963
P50109,P50109_PSP2,42.2255207460392,53.349864
P50111,P50111_ZDS1,50.4445262242906,52.73025
P50263,P50263_SIP18,55.1188338455703,64.44093
P50264,P50264_FMS1,45.09576788663,56.795245
P50277,P50277_BIO3,48.7454993846706,56.206298
P50278,P50278_SOL1,47.008071856918,51.324749
P50623,P50623_UBC9,46.7999402549921,54.516572
P50896,P50896_PSP1,59.9030572311117,53.997988
P50946,P50946_OCA1,49.810744604789,52.905148
P51401,P51401_RPL9B,44.7732188813648,69.625425
P51402,P51402_RPL37B,42.1442511235078,59.065801
P51601,P51601_FOL2,51.9933903018318,56.09625
P51996,P51996_YPT32,47.1548074505807,54.891878
P51998,P51998_YML6,42.217964276592,53.395784
P52286,P52286_SKP1,50.3409332189806,56.022722
P52488,P52488_UBA2,51.6609432103587,52.420461
P52489,P52489_PYK2,48.8147415051195,53.572571
P52490,P52490_UBC13,49.9778262593836,55.540305
P52491,P52491_UBC12,51.2815637011141,52.996534
P52553,P52553_YKE2,58.2443979833323,53.859562
P52893,P52893_ALT1,47.0569920512724,53.233618
P52910,P52910_ACS2,48.3414607995343,55.109441
P52917,P52917_VPS4,53.9363376526125,51.683599
P52918,P52918_MSN5,48.7034090140187,51.459163
P53008,P53008_CWH41,49.6869830482861,53.571969
P53011,P53011_SEH1,47.6263075879453,55.822873
P53040,P53040_TAF6,41.5746677379685,52.3606
P53043,P53043_PPT1,43.0002572680858,50.36152
P53044,P53044_UFD1,52.0506237841805,52.581364
P53063,P53063_RAI1,45.3451813114799,52.047491
P53066,P53066_YGL242C,50.3686204007651,54.2485
P53072,P53072_TAN1,51.6714316295358,51.398271
P53076,P53076_VID30,47.6854863679065,52.435088
P53080,P53080_EDC1,47.4744389859809,54.638982
P53081,P53081_NIF3,52.8348607277505,51.834619
P53082,P53082_BOL2,51.8922473602303,56.161535
P53090,P53090_ARO8,53.9073971570548,54.688776
P53091,P53091_MCM6,46.0390860543065,51.929682
P53094,P53094_MDS3,41.4825769807335,54.123288
P53095,P53095_DSD1,49.5832073294616,48.072857
P53101,P53101_STR3,48.3551528947275,54.699367
P53111,P53111_ARI1,43.0669650996037,54.269016
P53112,P53112_PEX14,50.5024828428228,62.003613
P53115,P53115_INO80,57.4913572104457,52.106571
P53125,P53125_ITC1,48.5586133394854,51.174921
P53128,P53128_MET13,43.8096333602419,56.537575
P53131,P53131_PRP43,50.2890006475668,54.021108
P53136,P53136_NSA1,45.4947934597859,53.933442
P53140,P53140_RMD9,49.7795368316298,52.578831
P53145,P53145_LSG1,46.5208200989599,52.132529
P53152,P53152_MMS2,47.7237900558464,51.410121
P53155,P53155_YGL082W,51.3926107498906,51.87369
P53163,P53163_MNP1,54.6520951254355,53.450465
P53164,P53164_NPY1,50.729523081038,55.052394
P53168,P53168_DUO1,51.9023329762827,53.724205
P53177,P53177_TYW3,50.8924965529696,53.279185
P53183,P53183_YGL039W,44.0018342562084,55.559564
P53184,P53184_PNC1,50.9510610988131,58.898592
P53188,P53188_CGR1,43.0714806768719,56.480706
P53191,P53191_PIB2,54.5924445557332,54.069757
P53193,P53193_JAC1,48.354879312357,52.817899
P53196,P53196_RPN14,49.2161873224057,52.186018
P53200,P53200_EFM5,48.7430157196396,50.651336
P53204,P53204_NMA2,49.8719562765155,52.649844
P53210,P53210_YGR017W,46.4327115648663,51.074481
P53218,P53218_POP6,44.6655715997206,52.687061
P53219,P53219_IMO32,52.0766385173494,54.076767
P53221,P53221_RPL26B,42.3844252215517,57.454467
P53228,P53228_NQM1,46.4022129318653,53.320235
P53235,P53235_YGR054W,48.7148046332013,53.472531
P53250,P53250_TWF1,52.7090083900468,51.82119
P53251,P53251_SLX9,51.0428092039143,53.114146
P53252,P53252_PIL1,47.3304640196976,52.099603
P53256,P53256_RRP46,49.5984382334462,53.341377
P53261,P53261_NOP7,43.3656350845073,52.418822
P53265,P53265_YGR111W,50.5477818578502,51.282638
P53275,P53275_YGR127W,47.7228706486384,53.236043
P53278,P53278_YGR130C,55.8471657122384,51.495427
P53281,P53281_LSB1,52.4955841368751,53.838295
P53289,P53289_RTS3,47.1933921611563,55.369169
P53292,P53292_MRPS35,40.7508836230053,51.927894
P53295,P53295_RBG2,45.0595670873122,53.946036
P53297,P53297_PBP1,52.5157863729269,53.918397
P53299,P53299_TIM13,59.2350535911051,56.452245
P53301,P53301_CRH1,50.2199956604831,52.477056
P53303,P53303_ZPR1,58.8587930178653,52.627271
P53312,P53312_LSC2,45.0886430094281,51.426136
P53314,P53314_CPD1,50.1485702782233,51.675755
P53315,P53315_SOL4,50.8150787378709,54.55516
P53316,P53316_YGR250C,45.9717447630658,52.121037
P53319,P53319_GND2,51.6020825129893,57.370049
P53330,P53330_RTT102,54.0926199025616,53.196692
P53331,P53331_RNH70,43.4742752375717,52.797908
P53332,P53332_CAB4,50.6666668561297,54.339564
P53334,P53334_SCW4,52.355618521471,51.509959
P53438,P53438_SOK2,49.2296053149699,54.002064
P53549,P53549_RPT4,45.7420809930991,57.648724
P53551,P53551_HHO1,45.0986488837593,57.899338
P53552,P53552_THO2,42.0323656190019,50.328755
P53598,P53598_LSC1,49.2781237516269,52.721691
P53600,P53600_RET3,48.0439968668968,54.121238
P53615,P53615_NCE103,52.3551381338347,54.059565
P53616,P53616_SUN4,53.2745261471449,51.115906
P53622,P53622_COP1,47.2435232466445,52.649426
P53633,P53633_YIP3,45.4336299160958,54.44333
P53691,P53691_CPR6,51.1865961683634,51.280499
P53720,P53720_SMM1,48.3595440903361,50.330102
P53725,P53725_MPP6,56.5551831618194,58.370191
P53727,P53727_BUD17,53.8278199795123,52.996176
P53729,P53729_YNR029C,51.9757527820585,59.951693
P53731,P53731_ARC35,48.7301714132371,51.913458
P53732,P53732_MRPS12,42.1593049275013,54.478431
P53733,P53733_RSM19,42.0144644728659,55.712348
P53734,P53734_DBP6,54.2883643596122,51.127046
P53738,P53738_TRM112,51.7555895421623,53.430659
P53741,P53741_BRE5,47.5053585525262,54.381001
P53753,P53753_DSE4,48.0714875555509,52.859485
P53759,P53759_DUS1,47.8833416744178,50.550014
P53769,P53769_CWC24,51.4573725732037,56.024009
P53830,P53830_CUS2,51.8745006093521,54.816896
P53834,P53834_HCH1,51.7241318990672,53.706402
P53839,P53839_GOR1,50.2746509482751,57.602829
P53848,P53848_FOL1,49.8486551310811,52.013642
P53852,P53852_YNL247W,51.3476841039105,52.378923
P53853,P53853_VPS75,51.1579733183354,53.300399
P53854,P53854_CWC25,55.9694326100715,53.460306
P53858,P53858_BNI4,55.6848316970241,54.215026
P53859,P53859_CSL4,49.8437535746049,53.924763
P53860,P53860_PDR16,48.8177825706807,55.992752
P53866,P53866_SQS1,48.219382459226,53.656536
P53867,P53867_ATG4,51.6427692212886,52.885944
P53875,P53875_MRPL19,48.9501235420029,58.177429
P53879,P53879_RHO5,49.922063880582,53.45518
P53881,P53881_MRPL22,43.011093605334,52.899355
P53883,P53883_NOP13,48.1335472252282,55.741781
P53889,P53889_FMP41,51.9127324452597,52.921289
P53890,P53890_BNI5,45.7231039531954,53.49943
P53893,P53893_RIA1,48.2250888804897,52.985489
P53898,P53898_NSG2,47.8973138011124,53.848708
P53900,P53900_GIM3,53.3833595110271,53.855568
P53904,P53904_ALF1,55.0374384489104,53.42629
P53905,P53905_LSM7,51.3728116512863,56.907719
P53909,P53909_AAH1,48.6857705315484,53.806561
P53912,P53912_YNL134C,52.2864548771069,54.564667
P53913,P53913_FYV6,52.7766904068989,53.344613
P53914,P53914_KRE33,49.027347899871,51.693052
P53920,P53920_NMA111,49.0295878854156,53.586441
P53929,P53929_YNL108C,48.7040692566745,60.000002
P53941,P53941_IMP4,44.8551814318268,53.714317
P53946,P53946_ARP5,43.0180267001789,51.090485
P53953,P53953_SFB2,42.8738664313277,52.530557
P53962,P53962_YNL035C,50.5380851727459,53.581905
P53965,P53965_SIW14,52.3832928496108,52.958626
P53973,P53973_HDA1,42.8872769800838,55.378217
P53978,P53978_HEF3,48.7233569248734,53.771931
P53981,P53981_YNL010W,49.6079458628117,57.967204
P54000,P54000_SUB1,49.3323958802138,53.187329
P54113,P54113_ADE16,52.2058282106681,52.46163
P54114,P54114_ALD3,51.0573331050196,53.207666
P54115,P54115_ALD6,51.0195504094115,55.782568
P54199,P54199_MPS1,50.2269683102723,53.487796
P54780,P54780_RPL15B,45.0159677650449,60.118228
P54783,P54783_ALO1,43.7249404443982,50.62328
P54785,P54785_MOT3,47.5114306335124,49.314177
P54786,P54786_ZDS2,56.5610675720647,52.645129
P54837,P54837_ERV25,40.020208517208,51.816112
P54838,P54838_DAK1,53.3373864854176,52.866548
P54839,P54839_ERG13,49.4629903325219,52.978677
P54858,P54858_DOS2,52.0851766267215,53.88791
P54860,P54860_UFD2,46.0743157621373,51.497233
P54885,P54885_PRO2,49.7123182745871,53.399116
P54964,P54964_REX2,49.2742286610969,53.751695
P54999,P54999_SMX3,47.7848392991255,58.204997
P56628,P56628_RPL22B,47.8017704922486,59.014744
P57743,P57743_LSM3,54.7147398280571,59.492218
P57744,P57744_TIM8,57.0661679087496,54.341358
P60010,P60010_ACT1,45.3145968346255,56.059444
P61830,P61830_HHT1,44.1252450325778,58.967382
P69771,P69771_DID2,50.1404900784777,54.268646
P69850,P69850_DAD3,54.164281872004,56.486744
P69851,P69851_DAD4,50.6676920709825,56.121761
P80210,P80210_ADE12,49.8093182056717,69.535923
P80428,P80428_ARP4,46.6063906800784,51.698476
P81449,P81449_TIM11,51.1579797882706,52.929896
P87108,P87108_TIM10,52.0718036789075,55.348355
P87262,P87262_RPL34A,43.8224206453597,62.154859
P89105,P89105_CTR9,51.2910635898434,51.667017
P89886,P89886_TMA20,54.226282778241,55.237257
Q00055,Q00055_GPD1,47.6707202099613,52.271295
Q00362,Q00362_CDC55,50.5279905448394,52.195984
Q00402,Q00402_NUM1,53.0919324326774,49.674425
Q00618,Q00618_BET4,53.2798436098802,55.562443
Q00684,Q00684_CDC14,41.9609142588754,54.301852
Q00711,Q00711_SDH1,49.7612965997274,54.145938
Q00764,Q00764_TPS1,49.7477867364948,49.520689
Q00816,Q00816_REG1,52.66813930821,52.827448
Q00955,Q00955_ACC1,43.2696447245814,52.726567
Q01080,Q01080_RPA49,51.0648011662556,54.73544
Q01217,"Q01217_ARG5,6",48.1299255554352,53.851342
Q01448,Q01448_HPC2,55.056473443112,53.827828
Q01454,Q01454_CTF4,45.3464574136537,53.236353
Q01476,Q01476_UBP2,50.033759525812,51.310962
Q01477,Q01477_UBP3,41.9778382027731,52.937001
Q01519,Q01519_COX12,56.588428857466,55.989701
Q01532,Q01532_LAP3,49.7890133873402,51.975793
Q01560,Q01560_NPL3,50.8733926418965,53.976208
Q01662,Q01662_MAP1,41.4116907859149,55.903989
Q01852,Q01852_TIM44,45.3024252851448,52.644616
Q01855,Q01855_RPS15,42.9116575622051,63.137883
Q01919,Q01919_KIN4,54.4781660260874,54.10642
Q01939,Q01939_RPT6,43.9027106620779,52.820617
Q01976,Q01976_YSA1,52.0108804001646,53.536093
Q02046,Q02046_MTD1,43.6504665524747,60.137928
Q02196,Q02196_MET14,48.6250294430764,62.557274
Q02204,Q02204_MRPL13,44.6807204259927,51.63815
Q02206,Q02206_RSC4,47.3775048049884,50.444502
Q02260,Q02260_SMD1,45.6867265398043,53.3503
Q02326,Q02326_RPL6A,42.515813279104,54.642206
Q02455,Q02455_MLP1,52.5159679152898,56.04195
Q02486,Q02486_ABF2,47.872483697767,56.372869
Q02630,Q02630_NUP116,52.4662392802282,56.931007
Q02642,Q02642_EGD1,57.0027876251189,53.664136
Q02725,Q02725_VTC3,42.7529186521398,51.263046
Q02733,Q02733_IRC15,51.1836480756628,55.02528
Q02792,Q02792_RAT1,44.9468947700956,53.052837
Q02793,Q02793_SKI8,44.4356639270563,54.48752
Q02796,Q02796_LGE1,47.8692794617584,51.496536
Q02821,Q02821_SRP1,47.6695403843332,54.168814
Q02875,Q02875_SYH1,53.8937982973194,53.3894
Q02884,Q02884_ELP4,44.8052119735615,52.711016
Q02887,Q02887_ATG21,48.93846903415,53.457552
Q02892,Q02892_NOG1,43.5976050686886,53.353697
Q02933,Q02933_RNY1,48.2964616821441,54.051048
Q02948,Q02948_VPS30,42.5722711431068,50.925952
Q03012,Q03012_SPP1,51.6445499511875,53.353614
Q03018,Q03018_ESP1,59.636893860688,53.380215
Q03034,Q03034_FDC1,49.6498508649731,55.630773
Q03048,Q03048_COF1,59.132149902267,56.666833
Q03063,Q03063_DIG1,51.9835760804194,53.868765
Q03088,Q03088_SVL3,59.965067260682,51.657015
Q03102,Q03102_YML131W,49.3289520221499,53.220594
Q03104,Q03104_MSC1,44.2930074260338,55.88944
Q03148,Q03148_SNZ1,52.7527894761746,62.219363
Q03161,Q03161_YMR099C,51.9219322175151,54.004544
Q03180,Q03180_PIR3,45.8322031914267,50.071102
Q03195,Q03195_RLI1,48.6917014888806,61.117858
Q03201,Q03201_RSM10,41.4290903368949,53.314441
Q03219,Q03219_YMR178W,44.1011636359726,64.510626
Q03231,Q03231_YMR181C,46.0647806669104,53.349108
Q03233,Q03233_ADD37,51.9883092209886,52.669162
Q03246,Q03246_MRPS17,42.4656612717393,56.595898
Q03262,Q03262_PRM15,50.318081055918,53.61551
Q03266,Q03266_ABZ2,51.177093710126,53.266901
Q03280,Q03280_TOM1,47.816904153087,52.694291
Q03290,Q03290_TFB3,50.2220322460979,57.628685
Q03330,Q03330_GCN5,52.6681709023399,53.780174
Q03337,Q03337_TRS31,50.4720732960086,53.390354
Q03430,Q03430_RSM28,44.5790792749036,53.370231
Q03435,Q03435_NHP10,48.0411502460256,53.54467
Q03532,Q03532_HAS1,44.7014276212115,51.834637
Q03533,Q03533_TDA1,50.656262813357,52.967054
Q03558,Q03558_OYE2,49.9460962647004,60.169554
Q03559,Q03559_YMR295C,48.4080740034351,52.046138
Q03629,Q03629_YML079W,50.7235063750988,54.03778
Q03640,Q03640_TCB3,53.7614226879243,54.372329
Q03652,Q03652_DML1,51.6858732347614,52.084905
Q03653,Q03653_EFR3,51.7649435816988,51.405221
Q03655,Q03655_GAS3,49.6954092278473,52.384824
Q03656,Q03656_SKY1,51.1828537438731,52.794987
Q03661,Q03661_ESC1,52.7185537993547,54.891866
Q03674,Q03674_PLB2,53.7067777535707,52.447158
Q03677,Q03677_ADI1,50.4501020380522,59.069031
Q03690,Q03690_CLU1,46.1849512310842,52.234632
Q03705,Q03705_CGI121,48.589067999464,54.893863
Q03707,Q03707_SRC1,42.3753697917933,53.1838
Q03735,Q03735_NAB6,41.9748163516407,53.278071
Q03761,Q03761_TAF12,48.3591686850996,52.151155
Q03768,Q03768_GIR2,46.3403262928248,51.467055
Q03774,Q03774_TRM82,49.2515913283071,52.348822
Q03778,Q03778_FMN1,45.8945773002334,58.179778
Q03799,Q03799_MRPS8,44.0095616115911,53.947586
Q03834,Q03834_MSH6,52.5294499312155,53.920418
Q03835,Q03835_GRX3,48.3163833817798,54.890233
Q03862,Q03862_ARX1,44.129364049349,53.704792
Q03940,Q03940_RVB1,48.5769999764037,67.214459
Q03954,Q03954_SPC19,54.6766924756949,53.454334
Q03973,Q03973_HMO1,49.9253263354336,55.375654
Q03976,Q03976_RSM24,42.5249338974615,51.903194
Q04031,Q04031_RRP17,44.1993122661297,52.759653
Q04062,Q04062_RPN9,46.5700015910762,51.691741
Q04066,Q04066_BNA7,55.2268578600721,54.633778
Q04067,Q04067_TIF35,48.2390400730637,53.835124
Q04119,Q04119_PPN1,49.9504160686986,55.059052
Q04120,Q04120_TSA2,55.1146861846632,58.575779
Q04170,Q04170_YDR391C,43.3466597199563,57.830161
Q04175,Q04175_SXM1,49.4326178516652,49.666917
Q04177,Q04177_UTP5,46.8899706999463,53.539151
Q04178,Q04178_HPT1,54.8049988506335,53.85794
Q04179,Q04179_URH1,51.428011540485,60.079277
Q04212,Q04212_ARA2,48.8527651734399,56.397361
Q04225,Q04225_RRB1,55.7930430811867,54.123968
Q04279,Q04279_SEG1,46.106307447032,55.234808
Q04304,Q04304_YMR090W,49.8992052277079,57.359165
Q04305,Q04305_UTP15,49.4237149168042,54.413968
Q04307,Q04307_RPC11,56.8009608257595,64.02266
Q04336,Q04336_YMR196W,47.7621243620679,54.097599
Q04338,Q04338_VTI1,45.0434015715603,55.29753
Q04344,Q04344_HNT1,51.6682910523173,57.690638
Q04371,Q04371_YMR027W,50.4487498891141,52.690315
Q04372,Q04372_TAP42,53.7769395603307,50.641286
Q04373,Q04373_PUF6,46.6999289892389,49.425563
Q04409,Q04409_EMI2,50.6351660843155,54.422235
Q04410,Q04410_GRH1,49.5635295976167,52.3395
Q04430,Q04430_CAB1,49.9656602868068,62.968516
Q04431,Q04431_KRE28,50.5908021380185,51.944023
